Sessao; Data; Tipo do Objeto; Pontos; Membro 
5;01/08/2023 23:49:44;Surpresa;1,388889;Left_Arm
9;01/08/2023 23:50:02;Surpresa;1,388889;Left_Foot
9;01/08/2023 23:50:21;Obstaculo;1,388889;Right_Arm
9;01/08/2023 23:50:23;Obstaculo;1,388889;Left_Arm
9;01/08/2023 23:50:25;Obstaculo;1,388889;Right_Foot
9;01/08/2023 23:50:27;Obstaculo;1,388889;Left_Foot
