Sessao; Data; Tipo do Objeto; Pontos; Membro 
2;2/29/2024 3:58:19 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 3:58:21 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 3:58:23 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 3:58:26 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 4:00:19 PM;Surpresa;1.333333;Left_Arm
2;2/29/2024 5:52:44 PM;Alvo;25;Right_Arm
2;2/29/2024 5:52:46 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:52:48 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:52:50 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:52:52 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 5:52:54 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:52:56 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 5:52:58 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:52:59 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 5:53:10 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:53:12 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:53:14 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:53:16 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:53:18 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 5:53:20 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:53:22 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 5:53:24 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:53:26 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 5:53:37 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:53:39 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:53:41 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:53:43 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:53:45 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 5:53:47 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:53:49 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 5:53:51 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:53:53 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 5:54:05 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:54:07 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 5:54:09 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:50:00 PM;Alvo;25;Right_Arm
2;2/29/2024 7:50:02 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:50:04 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:50:06 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:50:08 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 7:50:10 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:50:12 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 7:50:14 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:50:15 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 7:50:26 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:50:28 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:50:30 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:50:32 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:50:34 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 7:50:36 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:50:38 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 7:50:40 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:50:42 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 7:50:53 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:50:55 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:51:15 PM;Alvo;25;Right_Arm
2;2/29/2024 7:51:17 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:51:19 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:52:17 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:52:19 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 7:52:21 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:52:23 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 7:52:25 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:52:27 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 7:52:37 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:52:39 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:52:41 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:52:43 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:52:45 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 7:52:47 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:52:49 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 7:52:51 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:52:53 PM;Alvo;1.333333;Left_Arm
2;2/29/2024 7:53:05 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:53:07 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:53:09 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:53:11 PM;Alvo;1.333333;Right_Arm
2;2/29/2024 7:53:13 PM;Alvo;1.333333;Left_Arm
2;3/1/2024 7:38:10 PM;Alvo;25;Right_Arm
2;3/1/2024 7:38:11 PM;Alvo;25;Right_Arm
2;3/1/2024 7:38:27 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 7:38:55 PM;Alvo;25;Right_Arm
2;3/1/2024 7:38:59 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 7:39:03 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 7:40:19 PM;Alvo;25;Right_Arm
2;3/1/2024 7:40:21 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 7:40:23 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 7:40:25 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 7:40:27 PM;Alvo;1.333333;Left_Arm
2;3/1/2024 7:40:29 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 7:40:31 PM;Alvo;1.333333;Left_Arm
2;3/1/2024 7:40:33 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 7:40:34 PM;Alvo;1.333333;Left_Arm
2;3/1/2024 8:09:17 PM;Alvo;25;Right_Arm
2;3/1/2024 8:09:19 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 8:09:21 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 8:09:23 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 8:09:25 PM;Alvo;1.333333;Left_Arm
2;3/1/2024 8:09:27 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 8:09:29 PM;Alvo;1.333333;Left_Arm
2;3/1/2024 8:09:31 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 8:09:32 PM;Alvo;1.333333;Left_Arm
2;3/1/2024 8:09:43 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 8:09:45 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 8:09:47 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 8:09:49 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 8:09:51 PM;Alvo;1.333333;Left_Arm
2;3/1/2024 8:09:54 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 8:09:56 PM;Alvo;1.333333;Left_Arm
2;3/1/2024 8:09:57 PM;Alvo;1.333333;Right_Arm
2;3/1/2024 8:09:59 PM;Alvo;1.333333;Left_Arm
2;3/4/2024 3:02:06 PM;Alvo;25;Right_Arm
2;3/4/2024 3:02:08 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:02:10 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:02:12 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:02:14 PM;Alvo;1.333333;Left_Arm
2;3/4/2024 3:02:16 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:02:18 PM;Alvo;1.333333;Left_Arm
2;3/4/2024 3:02:20 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:02:21 PM;Alvo;1.333333;Left_Arm
2;3/4/2024 3:02:32 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:03:43 PM;Alvo;25;Right_Arm
2;3/4/2024 3:03:45 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:03:47 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:03:49 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:03:51 PM;Alvo;1.333333;Left_Arm
2;3/4/2024 3:03:53 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:03:55 PM;Alvo;1.333333;Left_Arm
2;3/4/2024 3:05:10 PM;Alvo;25;Right_Arm
2;3/4/2024 3:05:12 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:05:14 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:05:16 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:05:18 PM;Alvo;1.333333;Left_Arm
2;3/4/2024 3:05:20 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:05:22 PM;Alvo;1.333333;Left_Arm
2;3/4/2024 3:05:24 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:05:26 PM;Alvo;1.333333;Left_Arm
2;3/4/2024 3:05:37 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:05:39 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:05:41 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:05:43 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:05:45 PM;Alvo;1.333333;Left_Arm
2;3/4/2024 3:05:47 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 3:05:49 PM;Alvo;1.333333;Left_Arm
2;3/4/2024 3:09:41 PM;Alvo;25;Right_Arm
2;3/4/2024 5:38:46 PM;Alvo;25;Right_Arm
3;3/4/2024 5:55:46 PM;Alvo;25;Right_Arm
3;3/4/2024 5:55:48 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 6:01:46 PM;Alvo;25;Right_Arm
3;3/4/2024 6:03:17 PM;Alvo;25;Right_Arm
3;3/4/2024 6:03:19 PM;Alvo;1.333333;Right_Arm
3;3/4/2024 6:03:21 PM;Alvo;1.333333;Right_Arm
3;3/4/2024 6:03:23 PM;Alvo;1.333333;Right_Arm
3;3/4/2024 6:03:25 PM;Alvo;1.333333;Left_Arm
3;3/4/2024 6:03:27 PM;Alvo;1.333333;Right_Arm
3;3/4/2024 6:03:29 PM;Alvo;1.333333;Left_Arm
3;3/4/2024 6:03:31 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 6:42:10 PM;Alvo;25;Right_Arm
2;3/4/2024 6:42:12 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 6:42:17 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 6:42:19 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 6:42:21 PM;Alvo;1.333333;Left_Arm
2;3/4/2024 6:42:23 PM;Alvo;1.333333;Right_Arm
2;3/4/2024 6:42:25 PM;Alvo;1.333333;Left_Arm
2;3/4/2024 6:52:41 PM;Alvo;25;Right_Arm
4;3/5/2024 3:17:29 PM;Alvo;25;Right_Arm
4;3/5/2024 3:17:35 PM;Alvo;1.333333;Right_Arm
